Image slice depth [cm],"Volumetric gas content (CT, direct) [%]","Volumetric excess ice content (CT, direct) [%]","Volumetric phase A content (CT, direct) [%]","Volumetric phase B content (CT, direct) [%]"
depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr
48.755,1.324,58.875,20.275,19.526
48.76,1.342,59.52,19.817,19.32
48.765,1.366,60.121,19.39,19.123
48.77,1.386,60.623,19.062,18.929
48.775,1.403,61.1,18.77,18.727
48.78,1.428,61.561,18.465,18.546
48.785,1.449,62.087,18.162,18.302
48.79,1.464,62.741,17.685,18.11
48.795,1.48,63.313,17.266,17.941
48.8,1.501,63.789,16.938,17.772
48.805,1.528,64.194,16.644,17.634
48.81,1.55,64.598,16.329,17.523
48.815,1.573,64.991,16.055,17.381
48.82,1.573,65.438,15.793,17.195
48.825,1.588,65.937,15.481,16.994
48.83,1.605,66.365,15.246,16.784
48.835,1.628,66.833,14.995,16.544
48.84,1.642,67.288,14.794,16.277
48.845,1.648,67.737,14.531,16.084
48.85,1.661,68.202,14.244,15.893
48.855,1.679,68.588,14.025,15.708
48.86,1.713,68.957,13.751,15.579
48.865,1.76,69.284,13.486,15.47
48.87,1.803,69.642,13.146,15.409
48.875,1.844,69.916,12.949,15.291
48.88,1.89,70.17,12.698,15.242
48.885,1.94,70.457,12.365,15.238
48.89,1.988,70.674,12.071,15.268
48.895,2.039,70.833,11.849,15.279
48.9,2.089,70.938,11.73,15.242
48.905,2.113,71.132,11.56,15.196
48.91,2.148,71.331,11.368,15.153
48.915,2.186,71.477,11.253,15.084
48.92,2.229,71.674,11.023,15.074
48.925,2.274,71.859,10.783,15.084
48.93,2.33,72.085,10.534,15.051
48.935,2.376,72.292,10.325,15.007
48.94,2.437,72.444,10.115,15.004
48.945,2.501,72.642,9.815,15.042
48.95,2.56,72.832,9.61,14.998
48.955,2.629,73.008,9.412,14.952
48.96,2.688,73.136,9.246,14.93
48.965,2.733,73.297,9.097,14.874
48.97,2.786,73.513,8.816,14.885
48.975,2.831,73.726,8.618,14.825
48.98,2.897,73.966,8.34,14.797
48.985,2.963,74.213,8.056,14.768
48.99,3.026,74.458,7.85,14.666
48.995,3.104,74.702,7.631,14.563
49,3.184,74.95,7.376,14.49
49.005,3.257,75.267,7.082,14.394
49.01,3.33,75.583,6.787,14.301
49.015,3.413,75.796,6.639,14.152
49.02,3.508,76.017,6.476,13.999
49.025,3.571,76.308,6.261,13.86
49.03,3.646,76.658,5.987,13.709
49.035,3.684,76.988,5.81,13.518
49.04,3.744,77.317,5.625,13.314
49.045,3.769,77.656,5.466,13.108
49.05,3.824,77.941,5.328,12.907
49.055,3.879,78.232,5.169,12.72
49.06,3.948,78.459,5.023,12.57
49.065,4.041,78.663,4.874,12.422
49.07,4.123,78.843,4.808,12.226
49.075,4.19,79.081,4.726,12.004
49.08,4.287,79.292,4.619,11.802
49.085,4.31,79.645,4.44,11.605
49.09,4.319,80.015,4.307,11.359
49.095,4.337,80.346,4.255,11.062
49.1,4.356,80.664,4.247,10.733
49.105,4.359,80.978,4.276,10.386
49.11,4.394,81.266,4.285,10.054
49.115,4.407,81.607,4.245,9.74
49.12,4.407,82.002,4.154,9.436
49.125,4.428,82.36,4.096,9.116
49.13,4.448,82.676,4.077,8.799
49.135,4.486,82.991,4.022,8.501
49.14,4.536,83.283,3.939,8.241
49.145,4.623,83.496,3.864,8.017
49.15,4.695,83.711,3.794,7.8
49.155,4.759,83.942,3.699,7.6
49.16,4.795,84.157,3.647,7.4
49.165,4.839,84.329,3.59,7.243
49.17,4.872,84.5,3.582,7.046
49.175,4.927,84.648,3.557,6.868
49.18,4.933,84.868,3.51,6.688
49.185,4.979,85.03,3.5,6.491
49.19,5.02,85.179,3.536,6.265
49.195,5.058,85.353,3.53,6.059
49.2,5.084,85.508,3.512,5.896
49.205,5.118,85.623,3.528,5.731
49.21,5.116,85.789,3.48,5.614
49.215,5.098,85.94,3.47,5.493
49.22,5.112,86.082,3.431,5.376
49.225,5.163,86.232,3.339,5.267
49.23,5.228,86.318,3.277,5.177
49.235,5.265,86.452,3.202,5.082
49.24,5.315,86.543,3.176,4.966
49.245,5.36,86.615,3.175,4.851
49.25,5.408,86.732,3.132,4.728
49.255,5.46,86.838,3.122,4.579
49.26,5.494,86.955,3.133,4.418
49.265,5.543,87.099,3.114,4.244
49.27,5.607,87.279,3.03,4.085
49.275,5.671,87.425,2.969,3.935
49.28,5.723,87.545,2.928,3.804
49.285,5.795,87.602,2.909,3.694
49.29,5.844,87.663,2.887,3.606
49.295,5.898,87.733,2.826,3.543
49.3,5.98,87.767,2.776,3.477
49.305,6.04,87.777,2.747,3.436
49.31,6.051,87.82,2.733,3.395
49.315,6.083,87.798,2.75,3.369
49.32,6.111,87.812,2.709,3.368
49.325,6.153,87.787,2.698,3.362
49.33,6.241,87.692,2.695,3.371
49.335,6.373,87.581,2.642,3.405
49.34,6.499,87.407,2.695,3.399
49.345,6.581,87.276,2.735,3.407
49.35,6.65,87.165,2.747,3.438
49.355,6.706,87.095,2.713,3.486
49.36,6.757,87.021,2.701,3.521
49.365,6.83,86.908,2.675,3.588
49.37,6.902,86.778,2.659,3.661
49.375,6.975,86.647,2.602,3.776
49.38,7.01,86.524,2.585,3.881
49.385,7.063,86.339,2.626,3.971
49.39,7.096,86.201,2.642,4.06
49.395,7.127,86.118,2.593,4.163
49.4,7.176,86.005,2.571,4.248
49.405,7.259,85.833,2.553,4.355
49.41,7.33,85.666,2.541,4.462
49.415,7.375,85.489,2.551,4.585
49.42,7.459,85.278,2.549,4.714
49.425,7.539,85.031,2.557,4.874
49.43,7.594,84.72,2.644,5.041
49.435,7.604,84.496,2.653,5.247
49.44,7.67,84.234,2.652,5.445
49.445,7.718,83.986,2.704,5.592
49.45,7.783,83.709,2.758,5.75
49.455,7.866,83.45,2.742,5.943
49.46,7.913,83.187,2.759,6.141
49.465,7.918,82.925,2.839,6.318
49.47,7.822,82.801,2.882,6.495
49.475,7.095,83.389,2.917,6.599
49.48,,,,
49.485,,,,
49.49,,,,
49.495,,,,
49.5,,,,
49.505,,,,
49.51,,,,
49.515,,,,
49.52,,,,
49.525,,,,
49.53,,,,
49.535,,,,
49.54,,,,
49.545,,,,
49.55,,,,
49.555,,,,
49.56,,,,
49.565,,,,
49.57,,,,
49.575,,,,
49.58,,,,
49.585,,,,
49.59,,,,
49.595,,,,
49.6,,,,
49.605,,,,
49.61,,,,
49.615,,,,
49.62,,,,
49.625,,,,
49.63,,,,
49.635,,,,
49.64,,,,
49.645,,,,
49.65,,,,
49.655,,,,
49.66,,,,
49.665,,,,
49.67,,,,
49.675,,,,
49.68,,,,
49.685,,,,
49.69,,,,
49.695,,,,
49.7,,,,
49.705,,,,
49.71,,,,
49.715,,,,
49.72,,,,
49.725,,,,
49.73,6.797,79.258,4.699,9.245
49.735,6.848,78.972,4.694,9.486
49.74,6.874,78.675,4.75,9.701
49.745,6.869,78.385,4.834,9.912
49.75,6.877,78.06,4.98,10.082
49.755,6.919,77.699,5.111,10.272
49.76,6.989,77.34,5.221,10.45
49.765,7.012,77.085,5.265,10.637
49.77,7.036,76.839,5.288,10.838
49.775,7.068,76.605,5.296,11.031
49.78,7.103,76.376,5.341,11.18
49.785,7.125,76.116,5.441,11.317
49.79,7.173,75.889,5.487,11.45
49.795,7.164,75.763,5.47,11.603
49.8,7.156,75.659,5.444,11.741
49.805,7.132,75.552,5.457,11.859
49.81,7.165,75.415,5.475,11.944
49.815,7.181,75.269,5.54,12.01
49.82,7.187,75.111,5.658,12.044
49.825,7.198,75.016,5.737,12.048
49.83,7.192,74.981,5.804,12.023
49.835,7.196,74.906,5.907,11.992
49.84,7.194,74.808,6.02,11.978
49.845,7.207,74.683,6.128,11.982
49.85,7.191,74.562,6.248,11.999
49.855,7.165,74.38,6.428,12.027
49.86,7.157,74.214,6.593,12.036
49.865,7.153,74.027,6.74,12.08
49.87,7.144,73.858,6.823,12.176
49.875,7.142,73.663,6.914,12.281
49.88,7.138,73.394,7.017,12.451
49.885,7.096,73.143,7.152,12.609
49.89,7.055,72.897,7.282,12.766
49.895,7.003,72.653,7.371,12.973
49.9,6.994,72.296,7.565,13.145
49.905,6.995,71.953,7.687,13.365
49.91,6.978,71.579,7.849,13.593
49.915,6.951,71.169,8.055,13.825
49.92,6.92,70.758,8.289,14.034
49.925,6.937,70.278,8.537,14.248
49.93,6.926,69.837,8.768,14.469
49.935,6.878,69.516,8.95,14.655
49.94,6.863,69.153,9.186,14.798
49.945,6.831,68.865,9.332,14.973
49.95,6.811,68.526,9.556,15.107
49.955,6.792,68.126,9.811,15.271
49.96,6.762,67.757,10.036,15.446
49.965,6.714,67.51,10.127,15.648
49.97,6.668,67.24,10.249,15.843
49.975,6.643,66.952,10.322,16.083
49.98,6.615,66.621,10.44,16.324
49.985,6.585,66.253,10.661,16.501
49.99,6.551,65.838,10.914,16.697
49.995,6.524,65.498,11.117,16.861
50,6.47,65.258,11.306,16.965
50.005,6.438,64.953,11.577,17.031
50.01,6.387,64.629,11.916,17.067
50.015,6.379,64.272,12.23,17.12
50.02,6.377,63.891,12.541,17.191
50.025,6.384,63.559,12.728,17.329
50.03,6.366,63.298,12.898,17.438
50.035,6.315,63.056,13.088,17.541
50.04,6.238,62.844,13.34,17.578
50.045,6.178,62.688,13.457,17.676
50.05,6.151,62.478,13.637,17.733
50.055,6.15,62.264,13.83,17.756
50.06,6.147,62.052,14.008,17.793
50.065,6.101,61.865,14.195,17.839
50.07,6.033,61.704,14.403,17.86
50.075,5.973,61.546,14.584,17.897
50.08,5.914,61.415,14.782,17.89
50.085,5.823,61.367,14.911,17.899
50.09,5.747,61.227,15.14,17.886
50.095,5.63,61.152,15.339,17.879
50.1,5.546,61.115,15.446,17.893
50.105,5.466,61.083,15.479,17.971
50.11,5.382,61.002,15.588,18.028
50.115,5.295,60.974,15.696,18.036
50.12,5.224,60.923,15.814,18.039
50.125,5.158,60.814,15.974,18.054
50.13,5.106,60.698,16.164,18.032
50.135,5.053,60.681,16.243,18.023
50.14,5.014,60.587,16.406,17.992
50.145,4.993,60.5,16.527,17.98
50.15,4.974,60.318,16.73,17.978
50.155,4.954,60.129,16.937,17.98
50.16,4.927,60.071,17.027,17.974
50.165,4.918,60.03,17.034,18.017
50.17,4.918,60.021,17.021,18.04
50.175,4.894,60.084,16.932,18.091
50.18,4.806,60.145,16.882,18.167
50.185,4.734,60.18,16.864,18.223
50.19,4.683,60.225,16.763,18.328
50.195,4.644,60.136,16.866,18.354
50.2,4.617,59.965,17.08,18.339
50.205,4.591,59.877,17.162,18.37
50.21,4.527,59.907,17.155,18.411
50.215,4.462,59.922,17.19,18.425
50.22,4.386,60.003,17.093,18.518
50.225,4.323,59.951,17.149,18.577
50.23,4.27,59.947,17.15,18.633
50.235,4.207,59.932,17.159,18.702
50.24,4.166,59.869,17.22,18.745
50.245,4.138,59.84,17.187,18.835
50.25,4.064,59.847,17.227,18.862
50.255,3.989,59.792,17.274,18.945
50.26,3.932,59.705,17.336,19.026
50.265,3.89,59.585,17.431,19.095
50.27,3.848,59.459,17.623,19.07
50.275,3.814,59.325,17.779,19.081
50.28,3.772,59.233,17.803,19.192
50.285,3.721,59.138,17.881,19.26
50.29,3.684,58.988,18.033,19.295
50.295,3.647,58.792,18.23,19.33
50.3,3.624,58.531,18.504,19.341
50.305,3.601,58.341,18.666,19.393
50.31,3.583,58.18,18.676,19.561
50.315,3.554,57.999,18.776,19.671
50.32,3.523,57.824,18.881,19.772
50.325,3.5,57.592,19.086,19.822
50.33,3.484,57.33,19.28,19.906
50.335,3.47,57.099,19.407,20.023
50.34,3.472,56.899,19.525,20.104
50.345,3.492,56.642,19.7,20.166
50.35,3.468,56.481,19.772,20.279
50.355,3.482,56.359,19.812,20.347
50.36,3.478,56.285,19.805,20.432
50.365,3.489,56.164,19.79,20.556
50.37,3.519,55.915,19.904,20.662
50.375,3.527,55.578,20.069,20.827
50.38,3.528,55.326,20.171,20.976
50.385,3.513,55.077,20.271,21.139
50.39,3.491,54.861,20.292,21.356
50.395,3.47,54.653,20.32,21.557
50.4,3.454,54.448,20.382,21.716
50.405,3.433,54.355,20.341,21.872
50.41,3.414,54.352,20.167,22.067
50.415,3.394,54.349,20.001,22.256
50.42,3.346,54.307,19.924,22.423
50.425,3.31,54.185,19.944,22.56
50.43,3.287,54.031,19.986,22.697
50.435,3.25,53.89,20.108,22.752
50.44,3.214,53.851,20.061,22.874
50.445,3.165,53.824,20.025,22.986
50.45,3.195,53.688,20.032,23.085
50.455,3.2,53.595,19.948,23.257
50.46,3.209,53.466,19.851,23.474
50.465,3.224,53.335,19.707,23.733
50.47,3.222,53.258,19.714,23.807
50.475,3.211,53.231,19.678,23.879
50.48,3.18,53.246,19.586,23.988
50.485,3.142,53.322,19.499,24.037
50.49,3.099,53.424,19.379,24.098
50.495,3.076,53.412,19.399,24.114
50.5,3.032,53.367,19.408,24.193
50.505,3.009,53.367,19.348,24.276
50.51,2.994,53.271,19.355,24.38
50.515,2.958,53.249,19.229,24.563
50.52,2.928,53.172,19.238,24.662
50.525,2.893,53.089,19.305,24.712
50.53,2.857,52.95,19.467,24.726
50.535,2.818,52.829,19.625,24.728
50.54,2.782,52.827,19.672,24.72
50.545,2.73,52.906,19.637,24.727
50.55,2.666,52.911,19.67,24.754
50.555,2.622,52.945,19.677,24.756
50.56,2.573,52.965,19.769,24.692
50.565,2.506,53.073,19.848,24.573
50.57,2.442,53.275,19.855,24.428
50.575,2.363,53.423,19.838,24.376
50.58,2.301,53.534,19.777,24.389
50.585,2.252,53.568,19.767,24.413
50.59,2.227,53.423,19.943,24.407
50.595,2.228,53.228,20.014,24.53
50.6,2.229,53.119,19.997,24.655
50.605,2.23,53.003,19.894,24.873
50.61,2.225,52.859,19.905,25.011
50.615,2.224,52.705,19.903,25.168
50.62,2.238,52.502,19.855,25.405
50.625,2.235,52.317,19.702,25.746
50.63,2.242,52.156,19.576,26.025
50.635,2.256,51.881,19.503,26.36
50.64,2.262,51.616,19.511,26.611
50.645,2.262,51.395,19.505,26.837
50.65,2.264,51.213,19.484,27.039
50.655,2.278,51.115,19.301,27.306
50.66,2.265,51.001,19.261,27.472
50.665,2.263,50.891,19.239,27.606
50.67,2.258,50.9,19.09,27.752
50.675,2.28,50.812,19.055,27.853
50.68,2.3,50.796,18.928,27.977
50.685,2.342,50.701,18.925,28.033
50.69,2.373,50.75,18.734,28.143
50.695,2.391,50.71,18.683,28.217
50.7,2.403,50.673,18.494,28.43
50.705,2.429,50.617,18.419,28.535
50.71,2.466,50.537,18.223,28.774
50.715,2.491,50.456,18.022,29.032
50.72,2.526,50.35,17.956,29.169
50.725,2.568,50.178,17.933,29.322
50.73,2.604,50.03,17.983,29.383
50.735,2.648,49.928,17.912,29.512
50.74,2.666,49.87,17.878,29.586
50.745,2.658,49.772,17.906,29.665
50.75,2.672,49.611,18.091,29.626
50.755,2.668,49.549,18.27,29.514
50.76,2.654,49.576,18.408,29.362
50.765,2.629,49.709,18.463,29.199
50.77,2.609,49.744,18.725,28.922
50.775,2.583,49.83,18.998,28.59
50.78,2.589,50.022,19.122,28.267
50.785,2.601,50.145,19.217,28.037
50.79,2.623,50.386,19.097,27.893
50.795,2.631,50.639,18.828,27.902
50.8,2.631,50.844,18.798,27.727
50.805,2.629,50.948,18.837,27.586
50.81,2.619,50.949,19.071,27.361
50.815,2.61,50.879,19.292,27.218
50.82,2.619,50.732,19.428,27.221
50.825,2.625,50.562,19.53,27.283
50.83,2.642,50.463,19.47,27.425
50.835,2.659,50.256,19.572,27.513
50.84,2.647,50.156,19.715,27.482
50.845,2.641,50.178,19.734,27.447
50.85,2.642,50.194,19.687,27.476
50.855,2.649,50.203,19.692,27.456
50.86,2.665,50.084,19.861,27.389
50.865,2.686,50.005,19.944,27.364
50.87,2.682,49.915,20.066,27.338
50.875,2.688,49.867,20.177,27.267
50.88,2.722,49.672,20.377,27.23
50.885,2.708,49.623,20.454,27.215
50.89,2.673,49.648,20.453,27.226
50.895,2.638,49.658,20.432,27.271
50.9,2.623,49.729,20.321,27.328
50.905,2.638,49.716,20.292,27.354
50.91,2.655,49.641,20.329,27.376
50.915,2.67,49.593,20.288,27.449
50.92,2.676,49.556,20.427,27.342
50.925,2.693,49.62,20.361,27.326
50.93,2.68,49.697,20.174,27.449
50.935,2.677,49.633,20.071,27.619
50.94,2.662,49.602,20.015,27.721
50.945,2.606,49.716,19.857,27.821
50.95,2.59,49.8,19.789,27.821
50.955,2.574,49.876,19.704,27.846
50.96,2.548,49.91,19.652,27.89
50.965,2.548,49.846,19.676,27.93
50.97,2.539,49.791,19.631,28.039
50.975,2.544,49.692,19.726,28.038
50.98,2.522,49.555,20.021,27.902
50.985,2.516,49.42,20.254,27.81
50.99,2.512,49.351,20.268,27.869
50.995,2.503,49.339,20.195,27.964
51,2.491,49.321,20.197,27.992
51.005,2.483,49.146,20.413,27.959
51.01,2.482,49.066,20.559,27.893
51.015,2.486,49.019,20.56,27.936
51.02,2.492,49.06,20.456,27.992
51.025,2.499,49.008,20.377,28.116
51.03,2.511,48.915,20.375,28.199
51.035,2.544,48.809,20.41,28.236
51.04,2.576,48.72,20.436,28.268
51.045,2.602,48.728,20.395,28.274
51.05,2.581,48.933,20.157,28.328
51.055,2.574,49.137,19.861,28.428
51.06,2.592,49.163,19.772,28.473
51.065,2.593,49.111,19.772,28.524
51.07,2.585,49.034,19.798,28.583
51.075,2.568,49.032,19.757,28.643
51.08,2.581,48.947,19.655,28.816
51.085,2.599,48.912,19.586,28.903
51.09,2.609,48.876,19.539,28.977
51.095,2.618,48.864,19.357,29.162
51.1,2.595,48.867,19.175,29.363
51.105,2.605,48.763,19.128,29.504
51.11,2.59,48.758,18.905,29.746
51.115,2.565,48.747,18.868,29.82
51.12,2.539,48.657,19.062,29.741
51.125,2.535,48.605,19.251,29.608
51.13,2.533,48.613,19.452,29.403
51.135,2.549,48.705,19.43,29.315
51.14,2.553,48.794,19.268,29.385
51.145,2.563,48.803,19.22,29.413
51.15,2.535,48.854,19.311,29.3
51.155,2.507,48.954,19.295,29.244
51.16,2.47,49.011,19.422,29.097
51.165,2.431,48.934,19.624,29.011
51.17,2.413,48.873,19.686,29.029
51.175,2.407,48.898,19.626,29.069
51.18,2.416,48.701,19.814,29.07
51.185,2.433,48.569,19.859,29.139
51.19,2.448,48.516,19.834,29.202
51.195,2.438,48.445,19.833,29.284
51.2,2.414,48.389,19.885,29.313
51.205,2.395,48.296,19.915,29.394
51.21,2.37,48.066,19.964,29.6
51.215,2.365,47.809,19.925,29.902
51.22,2.358,47.595,19.86,30.188
51.225,2.339,47.462,19.841,30.358
51.23,2.326,47.268,19.876,30.53
51.235,2.287,47.054,19.929,30.73
51.24,2.245,46.871,19.963,30.922
51.245,2.232,46.564,20.118,31.086
51.25,2.236,46.328,20.114,31.321
51.255,2.246,46.135,19.998,31.622
51.26,2.241,46.009,19.851,31.899
51.265,2.239,45.887,19.622,32.252
51.27,2.23,45.662,19.651,32.456
51.275,2.223,45.29,20.029,32.458
51.28,2.191,45.056,20.001,32.752
51.285,2.149,44.931,19.77,33.151
51.29,2.107,44.851,19.502,33.54
51.295,2.053,44.705,19.399,33.843
51.3,2.008,44.634,19.361,33.997
51.305,1.964,44.586,19.334,34.116
51.31,1.944,44.455,19.418,34.183
51.315,1.92,44.347,19.44,34.293
51.32,1.926,44.16,19.512,34.402
51.325,1.936,43.891,19.699,34.474
51.33,1.93,43.693,19.889,34.489
51.335,1.911,43.511,20.099,34.48
51.34,1.862,43.531,20.145,34.462
51.345,1.807,43.594,20.002,34.597
51.35,1.79,43.495,19.926,34.79
51.355,1.779,43.39,19.913,34.918
51.36,1.757,43.408,19.638,35.197
51.365,1.723,43.371,19.463,35.443
51.37,1.711,43.132,19.541,35.616
51.375,1.703,42.815,19.768,35.714
51.38,1.675,42.549,20.04,35.736
51.385,1.654,42.349,20.21,35.787
51.39,1.63,42.155,20.284,35.931
51.395,1.588,42.125,20.21,36.076
51.4,1.552,42.107,20.115,36.225
51.405,1.558,41.855,20.281,36.305
51.41,1.581,41.659,20.402,36.357
51.415,1.606,41.525,20.474,36.395
51.42,1.619,41.342,20.575,36.463
51.425,1.648,41.266,20.644,36.442
51.43,1.669,41.358,20.457,36.516
51.435,1.686,41.486,20.102,36.725
51.44,1.689,41.476,19.998,36.836
51.445,1.682,41.393,20.084,36.841
51.45,1.673,41.254,20.259,36.814
51.455,1.663,41.121,20.32,36.897
51.46,1.655,40.987,20.462,36.896
51.465,1.639,40.908,20.562,36.891
51.47,1.637,40.739,20.821,36.804
51.475,1.643,40.534,21.123,36.7
51.48,1.645,40.396,21.328,36.631
51.485,1.651,40.319,21.464,36.567
51.49,1.665,40.251,21.422,36.661
51.495,1.68,40.211,21.291,36.817
51.5,1.682,40.169,21.203,36.946
51.505,1.669,40.121,21.135,37.075
51.51,1.658,40.117,20.965,37.26
51.515,1.651,40.112,20.824,37.414
51.52,1.642,40.057,20.932,37.369
51.525,1.634,39.932,21.135,37.299
51.53,1.629,39.831,21.29,37.25
51.535,1.636,39.743,21.397,37.224
51.54,1.644,39.627,21.484,37.245
51.545,1.644,39.439,21.618,37.298
51.55,1.652,39.114,21.822,37.411
51.555,1.654,38.792,22.218,37.336
51.56,1.654,38.614,22.318,37.415
51.565,1.661,38.517,22.242,37.58
51.57,1.654,38.454,22.095,37.797
51.575,1.641,38.435,22.068,37.856
51.58,1.639,38.407,22.021,37.933
51.585,1.663,38.36,21.941,38.036
51.59,1.679,38.363,21.804,38.154
51.595,1.695,38.306,21.74,38.259
51.6,1.721,38.18,21.728,38.371
51.605,1.738,38.068,21.83,38.364
51.61,1.754,38.001,21.946,38.298
51.615,1.748,37.982,22.154,38.116
51.62,1.734,38.078,22.142,38.047
51.625,1.706,38.196,22.101,37.997
51.63,1.689,38.353,22.145,37.814
51.635,1.68,38.575,22.149,37.595
51.64,1.673,38.932,21.984,37.411
51.645,1.674,39.283,21.834,37.209
51.65,1.656,39.535,21.774,37.035
51.655,1.638,39.723,21.87,36.769
51.66,1.619,39.963,21.899,36.519
51.665,1.607,40.276,21.82,36.297
51.67,1.597,40.551,21.757,36.095
51.675,1.572,40.77,21.813,35.845
51.68,1.565,40.88,22.08,35.476
51.685,1.563,41.002,22.281,35.155
51.69,1.572,41.138,22.476,34.815
51.695,1.571,41.352,22.454,34.623
51.7,1.559,41.494,22.394,34.553
51.705,1.541,41.447,22.605,34.406
51.71,1.543,41.44,22.69,34.327
51.715,1.56,41.438,22.657,34.345
51.72,1.559,41.386,22.77,34.285
51.725,1.543,41.377,22.87,34.21
51.73,1.524,41.241,23.069,34.166
51.735,1.504,41.147,23.134,34.215
51.74,1.504,41.074,23.052,34.37
51.745,1.491,41.107,22.821,34.581
51.75,1.464,41.128,22.731,34.677
51.755,1.455,41.074,22.79,34.681
51.76,1.444,40.992,22.915,34.65
51.765,1.449,40.888,23.104,34.56
51.77,1.441,40.928,23.196,34.435
51.775,1.439,40.999,23.183,34.379
51.78,1.431,40.942,23.316,34.311
51.785,1.446,40.811,23.488,34.255
51.79,1.437,40.831,23.577,34.155
51.795,1.414,40.923,23.645,34.018
51.8,1.408,40.961,23.663,33.968
51.805,1.389,40.998,23.63,33.983
51.81,1.373,41.016,23.484,34.128
51.815,1.363,40.979,23.507,34.151
51.82,1.351,40.964,23.575,34.109
51.825,1.347,40.973,23.654,34.026
51.83,1.325,40.96,23.747,33.968
51.835,1.323,40.877,24.038,33.762
51.84,1.327,40.8,24.304,33.57
51.845,1.341,40.732,24.349,33.578
51.85,1.353,40.64,24.456,33.551
51.855,1.351,40.585,24.479,33.586
51.86,1.328,40.595,24.358,33.72
51.865,1.326,40.673,24.198,33.803
51.87,1.351,40.6,24.13,33.919
51.875,1.385,40.388,24.245,33.982
51.88,1.41,40.259,24.43,33.901
51.885,1.434,40.217,24.461,33.887
51.89,1.447,40.216,24.454,33.883
51.895,1.473,40.156,24.45,33.921
51.9,1.49,39.992,24.545,33.973
51.905,1.499,39.866,24.697,33.937
51.91,1.487,39.731,24.979,33.804
51.915,1.472,39.548,25.337,33.643
51.92,1.463,39.37,25.607,33.56
51.925,1.463,39.221,25.851,33.465
51.93,1.461,39.218,26.044,33.277
51.935,1.453,39.252,26.076,33.22
51.94,1.423,39.33,25.936,33.31
51.945,1.4,39.39,25.926,33.284
51.95,1.393,39.364,25.931,33.311
51.955,1.386,39.362,25.888,33.364
51.96,1.365,39.363,25.85,33.422
51.965,1.357,39.425,25.709,33.508
51.97,1.345,39.534,25.543,33.577
51.975,1.346,39.575,25.433,33.646
51.98,1.369,39.547,25.326,33.758
51.985,1.375,39.508,25.17,33.948
51.99,1.367,39.369,25.272,33.992
51.995,1.366,39.217,25.346,34.072
52,1.391,39.121,25.331,34.156
52.005,1.415,39.041,25.383,34.161
52.01,1.442,38.957,25.313,34.288
52.015,1.46,38.759,25.45,34.331
52.02,1.454,38.609,25.561,34.376
52.025,1.454,38.504,25.713,34.328
52.03,1.453,38.324,26.044,34.178
52.035,1.474,38.18,26.336,34.009
52.04,1.496,38.115,26.528,33.862
52.045,1.518,38.209,26.503,33.77
52.05,1.522,38.371,26.394,33.713
52.055,1.507,38.456,26.405,33.632
52.06,1.511,38.536,26.389,33.564
52.065,1.505,38.576,26.454,33.465
52.07,1.521,38.528,26.63,33.322
52.075,1.515,38.487,26.71,33.288
52.08,1.526,38.486,26.702,33.286
52.085,1.55,38.607,26.365,33.478
52.09,1.575,38.709,26.187,33.529
52.095,1.583,38.856,26.071,33.491
52.1,1.578,39.072,25.896,33.453
52.105,1.61,39.118,25.914,33.358
52.11,1.628,39.126,25.94,33.306
52.115,1.634,39.175,25.924,33.268
52.12,1.642,39.212,25.985,33.161
52.125,1.67,39.313,25.916,33.101
52.13,1.712,39.363,25.845,33.079
52.135,1.745,39.464,25.754,33.038
52.14,1.79,39.597,25.543,33.07
52.145,1.833,39.753,25.289,33.125
52.15,1.86,39.862,25.239,33.038
52.155,1.889,39.986,25.157,32.968
52.16,1.915,40.147,25.1,32.837
52.165,1.941,40.302,25.07,32.687
52.17,1.934,40.538,24.907,32.621
52.175,1.904,40.796,24.782,32.518
52.18,1.881,41.068,24.704,32.347
52.185,1.845,41.317,24.71,32.128
52.19,1.818,41.52,24.766,31.895
52.195,1.814,41.659,24.96,31.568
52.2,1.822,41.846,25.02,31.311
52.205,1.836,42.001,24.939,31.224
52.21,1.844,42.12,25.039,30.997
52.215,1.869,42.277,24.992,30.861
52.22,1.871,42.451,25.045,30.632
52.225,1.897,42.42,25.332,30.352
52.23,1.944,42.505,25.347,30.204
52.235,1.975,42.615,25.262,30.148
52.24,2.018,42.714,25.06,30.209
52.245,2.048,42.991,24.703,30.258
52.25,2.066,43.196,24.446,30.293
52.255,2.117,43.223,24.339,30.322
52.26,2.168,43.197,24.271,30.364
52.265,2.21,43.198,24.153,30.439
52.27,2.233,43.249,24.117,30.401
52.275,2.254,43.268,24.222,30.256
52.28,2.276,43.288,24.284,30.153
52.285,2.303,43.362,24.371,29.964
52.29,2.422,44.042,23.289,30.248
52.295,2.436,44.18,23.12,30.264
52.3,2.439,44.187,23.148,30.227
52.305,2.43,44.3,23.02,30.25
52.31,2.393,44.458,22.835,30.315
52.315,2.369,44.49,22.695,30.447
52.32,2.373,44.506,22.561,30.56
52.325,2.374,44.429,22.522,30.676
52.33,2.398,44.201,22.619,30.782
52.335,2.422,43.986,22.708,30.884
52.34,2.439,43.872,22.751,30.938
