Image slice depth [cm],"Volumetric gas content (CT, direct) [%]","Volumetric excess ice content (CT, direct) [%]","Volumetric phase A content (CT, direct) [%]","Volumetric phase B content (CT, direct) [%]"
depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr
147.59,2.063,97.822,0.115,0.0005877
147.595,2.052,97.835,0.111,0.002
147.6,2.052,97.842,0.104,0.002
147.605,2.069,97.83,0.097,0.004
147.61,2.093,97.809,0.094,0.004
147.615,2.101,97.799,0.094,0.005
147.62,2.1,97.799,0.097,0.004
147.625,2.111,97.79,0.095,0.004
147.63,2.099,97.806,0.093,0.003
147.635,2.099,97.809,0.09,0.002
147.64,2.104,97.809,0.085,0.003
147.645,2.134,97.781,0.083,0.002
147.65,2.164,97.753,0.082,0.001
147.655,2.19,97.728,0.082,0
147.66,2.185,97.734,0.08,0.001
147.665,2.188,97.732,0.078,0.002
147.67,2.161,97.761,0.076,0.001
147.675,2.11,97.816,0.073,0.001
147.68,2.075,97.855,0.07,0
147.685,2.053,97.882,0.065,0
147.69,2.057,97.882,0.061,0
147.695,2.052,97.896,0.052,0
147.7,2.054,97.9,0.046,0
147.705,2.071,97.891,0.038,0
147.71,2.073,97.892,0.035,0
147.715,2.093,97.875,0.032,0
147.72,2.092,97.877,0.03,0
147.725,2.062,97.907,0.03,7.35E-05
147.73,2.025,97.942,0.033,0
147.735,1.991,97.973,0.036,0
147.74,1.949,98.015,0.036,0
147.745,1.922,98.035,0.043,0.0002204
147.75,1.915,98.032,0.052,0.0002938
147.755,1.925,98.02,0.055,0.0006612
147.76,1.963,97.981,0.055,0.0006612
147.765,1.992,97.949,0.059,0.0003673
147.77,2.034,97.909,0.057,0.0006612
147.775,2.052,97.889,0.056,0.003
147.78,2.07,97.869,0.058,0.003
147.785,2.099,97.839,0.059,0.002
147.79,2.112,97.825,0.061,0.002
147.795,2.135,97.801,0.061,0.003
147.8,2.147,97.787,0.063,0.003
147.805,2.153,97.781,0.063,0.003
147.81,2.173,97.76,0.063,0.003
147.815,2.184,97.749,0.063,0.004
147.82,2.173,97.759,0.064,0.004
147.825,2.18,97.751,0.064,0.005
147.83,2.194,97.741,0.06,0.006
147.835,2.197,97.74,0.056,0.006
147.84,2.174,97.76,0.058,0.007
147.845,2.16,97.771,0.063,0.006
147.85,2.142,97.786,0.067,0.004
147.855,2.136,97.791,0.07,0.003
147.86,2.102,97.822,0.072,0.004
147.865,2.09,97.829,0.077,0.004
147.87,2.078,97.835,0.082,0.005
147.875,2.06,97.844,0.09,0.006
147.88,2.049,97.853,0.092,0.007
147.885,2.055,97.846,0.094,0.006
147.89,2.074,97.83,0.09,0.006
147.895,2.076,97.828,0.09,0.007
147.9,2.052,97.853,0.089,0.006
147.905,2.021,97.884,0.09,0.005
147.91,1.992,97.913,0.092,0.003
147.915,1.974,97.931,0.092,0.003
147.92,1.949,97.955,0.093,0.003
147.925,1.965,97.941,0.091,0.002
147.93,1.973,97.935,0.09,0.001
147.935,1.977,97.928,0.094,0.000955
147.94,1.971,97.931,0.097,0.0002938
147.945,1.959,97.939,0.102,0.0001469
147.95,1.953,97.942,0.106,0.0001469
147.955,1.96,97.935,0.106,0
147.96,1.965,97.932,0.104,0
147.965,1.978,97.916,0.105,0.0005142
147.97,1.988,97.908,0.104,0.000955
147.975,1.993,97.908,0.097,0.002
147.98,2.011,97.892,0.095,0.002
147.985,2.007,97.9,0.091,0.002
147.99,2.019,97.887,0.093,0.001
147.995,2.013,97.893,0.094,0.0004408
148,2.009,97.897,0.094,0.0002938
148.005,2.009,97.899,0.092,0.0002938
148.01,1.999,97.906,0.095,0.0002938
148.015,1.988,97.91,0.101,0
148.02,2,97.885,0.115,0
148.025,2.007,97.874,0.118,7.35E-05
148.03,2.008,97.871,0.121,0
148.035,2.01,97.866,0.124,0.0005142
148.04,2.032,97.841,0.127,0.0005142
148.045,2.049,97.823,0.128,7.35E-05
148.05,2.076,97.794,0.13,7.35E-05
148.055,2.1,97.769,0.131,7.35E-05
148.06,2.117,97.753,0.13,0.0007346
148.065,2.104,97.766,0.129,0.0005877
148.07,2.096,97.775,0.129,0.0001469
148.075,2.087,97.784,0.128,0.0005142
148.08,2.091,97.782,0.126,0.0003673
148.085,2.093,97.788,0.119,0.0002938
148.09,2.112,97.776,0.111,0.0006612
148.095,2.12,97.774,0.105,0.0005142
148.1,2.137,97.755,0.107,0.0004408
148.105,2.131,97.753,0.115,0.0002204
148.11,2.111,97.77,0.119,0
148.115,2.115,97.764,0.121,0
148.12,2.147,97.729,0.125,0
148.125,2.161,97.712,0.128,0
148.13,2.166,97.703,0.131,0
148.135,2.147,97.72,0.133,0
148.14,2.119,97.75,0.13,0.0001469
148.145,2.091,97.779,0.128,0.001
148.15,2.07,97.8,0.129,0.001
148.155,2.064,97.806,0.129,0.001
148.16,2.038,97.834,0.127,0.0008081
148.165,2,97.873,0.126,0.0005142
148.17,1.986,97.885,0.129,0.0005142
148.175,1.976,97.897,0.126,0.0005877
148.18,1.969,97.904,0.127,0.0002204
148.185,1.957,97.909,0.133,0.0004408
148.19,1.971,97.891,0.137,0.0007346
148.195,1.97,97.888,0.141,0.0004408
148.2,1.965,97.886,0.149,0.0001469
148.205,1.957,97.894,0.149,0
148.21,1.953,97.901,0.146,0
148.215,1.94,97.918,0.142,0
148.22,1.948,97.912,0.14,7.35E-05
148.225,1.983,97.877,0.139,0
148.23,2.014,97.85,0.136,0
148.235,2.034,97.834,0.131,0
148.24,2.041,97.825,0.134,0.0002938
148.245,2.015,97.849,0.135,0.0005142
148.25,2.002,97.859,0.138,0.0003673
148.255,1.989,97.872,0.139,0
148.26,1.955,97.906,0.139,0
148.265,1.856,98.007,0.137,0
148.27,1.884,97.974,0.142,0
148.275,1.9,97.951,0.149,0.0001469
148.28,1.931,97.92,0.148,0.0004408
148.285,1.954,97.896,0.15,0.0001469
148.29,1.977,97.869,0.155,0
148.295,1.996,97.852,0.152,0.0003673
148.3,2.005,97.847,0.148,0.0002204
148.305,2.024,97.828,0.148,0.0003673
148.31,2.078,97.77,0.151,0.0008081
148.315,2.12,97.727,0.152,0.0008081
148.32,2.134,97.706,0.159,0
148.325,2.137,97.702,0.161,0
148.33,2.132,97.711,0.157,0
148.335,2.154,97.692,0.154,7.35E-05
148.34,2.179,97.671,0.15,0
148.345,2.185,97.674,0.142,0
148.35,2.183,97.676,0.141,7.35E-05
148.355,2.193,97.664,0.142,7.35E-05
148.36,2.2,97.655,0.144,0
148.365,2.204,97.651,0.144,0.0008815
148.37,2.217,97.642,0.139,0.001
148.375,2.227,97.639,0.133,0.001
148.38,2.223,97.647,0.129,0.0005142
148.385,2.197,97.677,0.126,0.0003673
148.39,2.129,97.75,0.121,0.0004408
148.395,1.919,97.978,0.102,0.0008081
148.4,,,,
148.405,,,,
148.41,,,,
148.415,,,,
148.42,,,,
148.425,,,,
148.43,,,,
148.435,,,,
148.44,,,,
148.445,,,,
148.45,,,,
148.455,,,,
148.46,,,,
148.465,,,,
148.47,,,,
148.475,,,,
148.48,,,,
148.485,,,,
148.49,,,,
148.495,,,,
148.5,,,,
148.505,,,,
148.51,,,,
148.515,,,,
148.52,,,,
148.525,,,,
148.53,,,,
148.535,,,,
148.54,,,,
148.545,,,,
148.55,,,,
148.555,,,,
148.56,,,,
148.565,,,,
148.57,,,,
148.575,,,,
148.58,,,,
148.585,,,,
148.59,,,,
148.595,,,,
148.6,,,,
148.605,,,,
148.61,,,,
148.615,,,,
148.62,,,,
148.625,,,,
148.63,,,,
148.635,,,,
148.64,,,,
148.645,,,,
148.65,,,,
148.655,,,,
148.66,,,,
148.665,,,,
148.67,,,,
148.675,,,,
148.68,,,,
148.685,,,,
148.69,,,,
148.695,,,,
148.7,,,,
148.705,,,,
148.71,,,,
148.715,,,,
148.72,,,,
148.725,,,,
148.73,,,,
148.735,,,,
148.74,,,,
148.745,,,,
148.75,,,,
148.755,,,,
148.76,,,,
148.765,,,,
148.77,,,,
148.775,,,,
148.78,,,,
148.785,,,,
148.79,,,,
148.795,,,,
148.8,,,,
148.805,,,,
148.81,,,,
148.815,,,,
148.82,,,,
148.825,,,,
148.83,,,,
148.835,,,,
148.84,,,,
148.845,,,,
148.85,,,,
148.855,,,,
148.86,,,,
148.865,,,,
148.87,,,,
148.875,,,,
148.88,,,,
148.885,,,,
148.89,,,,
148.895,,,,
148.9,,,,
148.905,,,,
148.91,,,,
148.915,,,,
148.92,,,,
148.925,,,,
148.93,,,,
148.935,,,,
148.94,,,,
148.945,,,,
148.95,,,,
148.955,,,,
148.96,,,,
148.965,,,,
148.97,,,,
148.975,,,,
148.98,,,,
148.985,,,,
148.99,,,,
148.995,,,,
149,,,,
149.005,,,,
149.01,,,,
149.015,,,,
149.02,,,,
149.025,,,,
149.03,,,,
149.035,,,,
149.04,,,,
149.045,,,,
149.05,,,,
149.055,,,,
149.06,,,,
149.065,,,,
149.07,,,,
149.075,,,,
149.08,,,,
149.085,,,,
149.09,,,,
149.095,,,,
149.1,,,,
149.105,,,,
149.11,,,,
149.115,,,,
149.12,,,,
149.125,,,,
149.13,,,,
149.135,,,,
149.14,,,,
149.145,,,,
149.15,,,,
149.155,,,,
149.16,,,,
149.165,,,,
149.17,,,,
149.175,,,,
149.18,,,,
149.185,,,,
149.19,,,,
149.195,,,,
149.2,,,,
149.205,,,,
149.21,,,,
149.215,,,,
149.22,,,,
149.225,,,,
149.23,,,,
149.235,,,,
149.24,,,,
149.245,,,,
149.25,,,,
149.255,,,,
149.26,,,,
149.265,,,,
149.27,,,,
149.275,,,,
149.28,,,,
149.285,,,,
149.29,,,,
149.295,,,,
149.3,,,,
149.305,,,,
149.31,,,,
149.315,,,,
149.32,,,,
149.325,,,,
149.33,,,,
149.335,,,,
149.34,,,,
149.345,,,,
149.35,,,,
149.355,,,,
149.36,,,,
149.365,,,,
149.37,,,,
149.375,,,,
149.38,,,,
149.385,,,,
149.39,,,,
149.395,,,,
149.4,,,,
149.405,,,,
149.41,,,,
149.415,,,,
149.42,,,,
149.425,,,,
149.43,,,,
149.435,,,,
149.44,,,,
149.445,,,,
149.45,,,,
149.455,,,,
149.46,,,,
149.465,,,,
149.47,,,,
149.475,,,,
149.48,,,,
149.485,,,,
149.49,,,,
149.495,,,,
149.5,,,,
149.505,,,,
149.51,,,,
149.515,,,,
149.52,,,,
149.525,,,,
149.53,,,,
149.535,,,,
149.54,,,,
149.545,,,,
149.55,,,,
149.555,,,,
149.56,,,,
149.565,,,,
149.57,,,,
149.575,,,,
149.58,,,,
149.585,,,,
149.59,,,,
149.595,,,,
149.6,,,,
149.605,,,,
149.61,,,,
149.615,,,,
149.62,,,,
149.625,,,,
149.63,,,,
149.635,,,,
149.64,,,,
149.645,,,,
149.65,,,,
149.655,,,,
149.66,,,,
149.665,,,,
149.67,,,,
149.675,,,,
149.68,,,,
149.685,,,,
149.69,,,,
149.695,,,,
149.7,,,,
149.705,,,,
149.71,,,,
149.715,,,,
149.72,,,,
149.725,,,,
149.73,,,,
149.735,,,,
149.74,,,,
149.745,,,,
149.75,,,,
149.755,,,,
149.76,,,,
149.765,,,,
149.77,,,,
149.775,,,,
149.78,,,,
149.785,,,,
149.79,,,,
149.795,,,,
149.8,,,,
149.805,,,,
149.81,,,,
149.815,,,,
149.82,,,,
149.825,,,,
149.83,,,,
149.835,,,,
149.84,,,,
149.845,,,,
149.85,,,,
149.855,,,,
149.86,,,,
149.865,,,,
149.87,,,,
149.875,,,,
149.88,,,,
149.885,,,,
149.89,,,,
149.895,,,,
149.9,,,,
149.905,,,,
149.91,,,,
149.915,,,,
149.92,,,,
149.925,,,,
149.93,,,,
149.935,,,,
149.94,,,,
149.945,,,,
149.95,,,,
149.955,,,,
149.96,,,,
149.965,,,,
149.97,,,,
149.975,,,,
149.98,,,,
149.985,,,,
149.99,,,,
149.995,,,,
150,,,,
150.005,,,,
150.01,,,,
150.015,,,,
150.02,,,,
150.025,,,,
150.03,,,,
150.035,,,,
150.04,,,,
150.045,,,,
150.05,,,,
150.055,,,,
150.06,,,,
150.065,,,,
150.07,,,,
150.075,,,,
150.08,,,,
150.085,,,,
150.09,,,,
150.095,,,,
150.1,,,,
150.105,,,,
150.11,,,,
150.115,,,,
150.12,,,,
150.125,,,,
150.13,,,,
150.135,,,,
150.14,,,,
150.145,,,,
150.15,,,,
150.155,,,,
150.16,,,,
150.165,,,,
150.17,,,,
150.175,,,,
150.18,,,,
150.185,,,,
150.19,,,,
150.195,,,,
150.2,,,,
150.205,,,,
150.21,,,,
150.215,,,,
150.22,,,,
150.225,,,,
150.23,,,,
150.235,,,,
150.24,,,,
150.245,,,,
150.25,,,,
150.255,,,,
150.26,,,,
150.265,,,,
150.27,,,,
150.275,,,,
150.28,,,,
150.285,,,,
150.29,,,,
150.295,,,,
150.3,,,,
150.305,,,,
150.31,,,,
150.315,,,,
150.32,,,,
150.325,,,,
150.33,,,,
150.335,,,,
150.34,,,,
150.345,,,,
150.35,,,,
150.355,,,,
150.36,,,,
150.365,,,,
150.37,,,,
150.375,,,,
150.38,,,,
150.385,,,,
150.39,,,,
150.395,,,,
150.4,,,,
150.405,,,,
150.41,,,,
150.415,,,,
150.42,,,,
150.425,,,,
150.43,,,,
150.435,,,,
150.44,,,,
150.445,,,,
150.45,,,,
150.455,,,,
150.46,,,,
150.465,,,,
150.47,,,,
150.475,,,,
150.48,,,,
150.485,,,,
150.49,,,,
150.495,,,,
150.5,,,,
150.505,,,,
150.51,,,,
150.515,,,,
150.52,,,,
150.525,,,,
150.53,,,,
150.535,,,,
150.54,,,,
150.545,,,,
150.55,,,,
150.555,,,,
150.56,,,,
150.565,,,,
150.57,,,,
150.575,,,,
150.58,,,,
150.585,,,,
150.59,,,,
150.595,,,,
150.6,,,,
150.605,,,,
150.61,,,,
150.615,,,,
150.62,,,,
150.625,,,,
150.63,,,,
150.635,,,,
150.64,,,,
150.645,,,,
150.65,,,,
150.655,,,,
150.66,,,,
150.665,,,,
150.67,,,,
150.675,,,,
150.68,,,,
150.685,,,,
150.69,,,,
150.695,,,,
150.7,,,,
150.705,,,,
150.71,,,,
150.715,,,,
150.72,,,,
150.725,,,,
150.73,,,,
150.735,,,,
150.74,,,,
150.745,,,,
150.75,,,,
150.755,,,,
150.76,,,,
150.765,,,,
150.77,,,,
150.775,,,,
150.78,,,,
150.785,,,,
150.79,,,,
150.795,,,,
150.8,,,,
150.805,,,,
150.81,,,,
150.815,,,,
150.82,,,,
150.825,,,,
150.83,,,,
150.835,,,,
150.84,,,,
150.845,,,,
150.85,,,,
150.855,,,,
150.86,,,,
150.865,,,,
150.87,,,,
150.875,,,,
150.88,,,,
150.885,,,,
150.89,,,,
150.895,,,,
150.9,,,,
150.905,,,,
150.91,,,,
150.915,,,,
150.92,,,,
150.925,,,,
150.93,,,,
150.935,,,,
150.94,,,,
150.945,,,,
150.95,,,,
150.955,,,,
150.96,,,,
150.965,,,,
150.97,,,,
150.975,,,,
150.98,,,,
150.985,,,,
150.99,,,,
150.995,,,,
151,,,,
151.005,,,,
151.01,,,,
151.015,,,,
151.02,,,,
151.025,,,,
151.03,,,,
151.035,,,,
151.04,,,,
151.045,,,,
151.05,,,,
151.055,,,,
151.06,,,,
151.065,,,,
151.07,,,,
151.075,,,,
151.08,,,,
151.085,,,,
151.09,,,,
151.095,,,,
151.1,,,,
151.105,,,,
151.11,,,,
151.115,,,,
151.12,,,,
151.125,,,,
151.13,,,,
151.135,,,,
151.14,,,,
151.145,,,,
151.15,,,,
151.155,,,,
151.16,,,,
151.165,,,,
151.17,,,,
151.175,,,,
151.18,,,,
151.185,,,,
151.19,,,,
151.195,,,,
151.2,,,,
151.205,,,,
151.21,,,,
151.215,,,,
151.22,,,,
151.225,,,,
151.23,,,,
151.235,,,,
151.24,,,,
151.245,,,,
151.25,,,,
151.255,,,,
151.26,,,,
151.265,,,,
151.27,,,,
151.275,,,,
151.28,,,,
151.285,,,,
151.29,,,,
151.295,,,,
151.3,,,,
151.305,,,,
151.31,,,,
151.315,,,,
151.32,,,,
151.325,,,,
151.33,,,,
151.335,,,,
151.34,,,,
151.345,,,,
151.35,,,,
151.355,,,,
151.36,,,,
151.365,,,,
151.37,,,,
151.375,,,,
151.38,,,,
151.385,,,,
151.39,,,,
151.395,,,,
151.4,,,,
151.405,,,,
151.41,,,,
151.415,,,,
151.42,,,,
151.425,,,,
151.43,,,,
151.435,,,,
151.44,,,,
151.445,,,,
151.45,,,,
151.455,,,,
151.46,,,,
151.465,,,,
151.47,,,,
151.475,,,,
151.48,,,,
151.485,,,,
151.49,,,,
151.495,,,,
151.5,,,,
151.505,,,,
151.51,,,,
151.515,,,,
151.52,,,,
151.525,,,,
151.53,,,,
151.535,,,,
151.54,,,,
151.545,,,,
151.55,,,,
151.555,,,,
151.56,,,,
151.565,,,,
151.57,,,,
151.575,,,,
151.58,,,,
151.585,,,,
151.59,,,,
151.595,,,,
151.6,,,,
151.605,,,,
151.61,,,,
151.615,,,,
151.62,,,,
151.625,,,,
151.63,,,,
151.635,,,,
151.64,,,,
151.645,,,,
151.65,,,,
151.655,,,,
151.66,,,,
151.665,,,,
151.67,,,,
151.675,2.23,97.668,0.091,0.011
151.68,2.237,97.653,0.097,0.013
151.685,2.255,97.63,0.103,0.012
151.69,2.284,97.597,0.11,0.01
151.695,2.292,97.585,0.115,0.008
151.7,2.308,97.564,0.122,0.006
151.705,2.308,97.566,0.123,0.003
151.71,2.302,97.574,0.123,0.001
151.715,2.3,97.571,0.127,0.002
151.72,2.311,97.561,0.126,0.002
151.725,2.336,97.539,0.122,0.002
151.73,2.342,97.533,0.123,0.002
151.735,2.347,97.532,0.119,0.002
151.74,2.362,97.518,0.118,0.002
151.745,2.358,97.527,0.114,0.000812
151.75,2.358,97.531,0.109,0.001
151.755,2.372,97.524,0.101,0.003
151.76,2.376,97.523,0.099,0.003
151.765,2.383,97.515,0.099,0.003
151.77,2.359,97.529,0.106,0.005
151.775,2.33,97.551,0.113,0.006
151.78,2.294,97.576,0.123,0.006
151.785,2.272,97.598,0.123,0.008
151.79,2.231,97.642,0.119,0.007
151.795,2.188,97.696,0.11,0.007
151.8,2.171,97.721,0.103,0.005
151.805,2.151,97.74,0.107,0.002
151.81,2.143,97.747,0.11,0
151.815,2.13,97.767,0.103,0
151.82,2.119,97.778,0.102,0.0009744
151.825,2.131,97.76,0.108,0.001
151.83,2.146,97.742,0.111,0.001
151.835,2.138,97.749,0.112,0.002
151.84,2.147,97.739,0.111,0.003
151.845,2.157,97.733,0.107,0.004
151.85,2.167,97.721,0.111,0.002
151.855,2.172,97.715,0.11,0.003
151.86,2.179,97.71,0.108,0.003
151.865,2.171,97.715,0.111,0.004
151.87,2.166,97.717,0.111,0.006
151.875,2.21,97.67,0.114,0.006
151.88,2.243,97.636,0.115,0.006
151.885,2.264,97.609,0.119,0.007
151.89,2.283,97.579,0.133,0.006
151.895,2.298,97.554,0.143,0.006
151.9,2.325,97.518,0.147,0.011
151.905,2.349,97.481,0.159,0.011
151.91,2.353,97.472,0.164,0.011
151.915,2.351,97.48,0.156,0.013
151.92,2.355,97.48,0.151,0.014
151.925,2.352,97.492,0.143,0.014
151.93,2.338,97.512,0.137,0.013
151.935,2.33,97.527,0.131,0.012
151.94,2.329,97.534,0.126,0.01
151.945,2.305,97.568,0.12,0.007
151.95,2.283,97.593,0.119,0.005
151.955,2.245,97.637,0.113,0.005
151.96,2.232,97.645,0.118,0.004
151.965,2.22,97.65,0.126,0.004
151.97,2.231,97.634,0.128,0.006
151.975,2.246,97.613,0.132,0.009
151.98,2.268,97.579,0.144,0.009
151.985,2.264,97.575,0.152,0.009
151.99,2.274,97.564,0.153,0.009
151.995,2.287,97.552,0.154,0.007
152,2.277,97.561,0.157,0.006
152.005,2.291,97.547,0.157,0.005
152.01,2.31,97.524,0.159,0.007
152.015,2.327,97.498,0.166,0.009
152.02,2.373,97.45,0.166,0.011
152.025,2.395,97.431,0.162,0.011
152.03,2.422,97.403,0.165,0.01
152.035,2.455,97.363,0.174,0.009
152.04,2.465,97.353,0.172,0.01
152.045,2.451,97.372,0.168,0.01
152.05,2.429,97.401,0.161,0.009
152.055,2.405,97.422,0.164,0.009
152.06,2.398,97.434,0.161,0.007
152.065,2.386,97.444,0.164,0.006
152.07,2.359,97.465,0.169,0.007
152.075,2.339,97.485,0.171,0.005
152.08,2.308,97.525,0.164,0.004
152.085,2.302,97.537,0.157,0.004
152.09,2.269,97.568,0.158,0.005
152.095,2.271,97.551,0.174,0.005
152.1,2.288,97.515,0.19,0.007
152.105,2.289,97.506,0.193,0.011
152.11,2.268,97.525,0.194,0.012
152.115,2.241,97.548,0.199,0.011
152.12,2.201,97.589,0.199,0.012
152.125,2.153,97.633,0.2,0.013
152.13,2.143,97.65,0.194,0.013
152.135,2.135,97.665,0.189,0.011
152.14,2.127,97.675,0.189,0.009
152.145,2.114,97.69,0.187,0.009
152.15,2.116,97.691,0.184,0.009
152.155,2.135,97.67,0.185,0.01
152.16,2.181,97.622,0.186,0.011
152.165,2.222,97.582,0.185,0.012
152.17,2.268,97.531,0.191,0.011
152.175,2.294,97.507,0.19,0.009
152.18,2.323,97.477,0.193,0.007
152.185,2.326,97.479,0.189,0.007
152.19,2.332,97.472,0.191,0.005
152.195,2.314,97.495,0.186,0.004
152.2,2.297,97.513,0.186,0.004
152.205,2.268,97.542,0.186,0.004
152.21,2.259,97.544,0.193,0.004
152.215,2.275,97.522,0.198,0.004
152.22,2.287,97.506,0.203,0.004
152.225,2.318,97.466,0.212,0.003
152.23,2.34,97.436,0.222,0.001
152.235,2.397,97.375,0.225,0.004
152.24,2.433,97.335,0.225,0.008
152.245,2.44,97.324,0.227,0.009
152.25,2.392,97.377,0.221,0.009
152.255,2.339,97.443,0.212,0.007
152.26,2.315,97.478,0.203,0.005
152.265,2.299,97.505,0.192,0.004
152.27,2.27,97.552,0.174,0.004
152.275,2.241,97.592,0.164,0.002
152.28,2.212,97.632,0.154,0.002
152.285,2.201,97.652,0.145,0.002
152.29,2.204,97.664,0.131,0.0009744
152.295,2.205,97.668,0.127,0.000406
152.3,2.189,97.682,0.128,0.000406
152.305,2.199,97.668,0.13,0.003
152.31,2.21,97.657,0.13,0.003
152.315,2.23,97.634,0.134,0.002
152.32,2.252,97.613,0.133,0.002
152.325,2.282,97.588,0.127,0.003
152.33,2.281,97.582,0.134,0.003
152.335,2.259,97.602,0.136,0.003
152.34,2.216,97.646,0.134,0.004
152.345,2.201,97.656,0.139,0.004
152.35,2.195,97.662,0.138,0.004
152.355,2.201,97.652,0.143,0.004
152.36,2.216,97.639,0.141,0.003
152.365,2.215,97.63,0.152,0.003
152.37,2.232,97.6,0.165,0.003
152.375,2.253,97.576,0.167,0.004
152.38,2.262,97.562,0.173,0.004
152.385,2.241,97.583,0.174,0.002
152.39,2.247,97.578,0.173,0.002
152.395,2.288,97.53,0.181,0.001
152.4,2.317,97.499,0.183,0.001
152.405,2.359,97.456,0.182,0.003
152.41,2.36,97.46,0.177,0.003
152.415,2.349,97.476,0.172,0.003
152.42,2.334,97.481,0.184,0.0007308
152.425,2.319,97.487,0.195,0.0001624
152.43,2.32,97.478,0.2,0.000812
152.435,2.337,97.455,0.208,0.0003248
152.44,2.366,97.424,0.209,0.002
152.445,2.38,97.41,0.208,0.002
152.45,2.392,97.404,0.203,0.002
152.455,2.409,97.397,0.193,0.0006496
152.46,2.426,97.382,0.192,0
152.465,2.444,97.37,0.186,0
152.47,2.435,97.382,0.183,8.12E-05
152.475,2.437,97.379,0.184,8.12E-05
152.48,2.469,97.353,0.178,0.000406
152.485,2.511,97.319,0.167,0.003
152.49,2.535,97.3,0.16,0.005
152.495,2.555,97.29,0.15,0.005
152.5,2.552,97.3,0.141,0.006
152.505,2.546,97.316,0.131,0.007
152.51,2.526,97.341,0.127,0.007
152.515,2.541,97.334,0.12,0.005
152.52,2.531,97.358,0.108,0.003
152.525,2.496,97.415,0.088,0.002
152.53,2.482,97.44,0.077,0.0007308
152.535,2.451,97.473,0.075,0.0008932
152.54,2.432,97.493,0.075,0.0007308
152.545,2.421,97.507,0.072,0.0001624
152.55,2.423,97.511,0.066,0
152.555,2.421,97.514,0.065,0
152.56,2.42,97.511,0.07,0
152.565,2.441,97.481,0.078,0
152.57,2.431,97.476,0.093,8.12E-05
152.575,2.42,97.481,0.099,0.000812
152.58,2.429,97.471,0.098,0.001
152.585,2.426,97.478,0.094,0.002
152.59,2.432,97.465,0.101,0.002
152.595,2.418,97.474,0.105,0.002
152.6,2.425,97.464,0.108,0.002
152.605,2.398,97.494,0.105,0.003
152.61,2.379,97.512,0.106,0.003
152.615,2.381,97.512,0.104,0.003
152.62,2.382,97.52,0.096,0.002
152.625,2.402,97.501,0.096,0.0005684
152.63,2.421,97.478,0.101,0.001
152.635,2.44,97.455,0.102,0.002
152.64,2.458,97.429,0.108,0.004
152.645,2.488,97.4,0.107,0.005
152.65,2.502,97.376,0.116,0.005
152.655,2.498,97.375,0.123,0.004
152.66,2.462,97.41,0.123,0.005
152.665,2.43,97.439,0.126,0.006
152.67,2.397,97.458,0.139,0.006
152.675,2.371,97.481,0.143,0.005
152.68,2.346,97.511,0.139,0.003
152.685,2.335,97.522,0.141,0.001
152.69,2.327,97.527,0.147,8.12E-05
152.695,2.317,97.537,0.146,0.0005684
152.7,2.303,97.555,0.141,0.000812
152.705,2.277,97.579,0.143,0.001
152.71,2.247,97.611,0.14,0.002
152.715,2.23,97.626,0.142,0.001
152.72,2.216,97.638,0.144,0.002
152.725,2.188,97.655,0.156,0.001
152.73,2.159,97.672,0.168,0.0006496
152.735,2.115,97.71,0.174,0.0008932
152.74,2.07,97.752,0.175,0.003
152.745,2.07,97.745,0.182,0.003
152.75,2.082,97.729,0.185,0.004
152.755,2.12,97.686,0.189,0.004
152.76,2.176,97.633,0.187,0.004
152.765,2.217,97.601,0.178,0.004
152.77,2.215,97.611,0.17,0.004
152.775,2.18,97.654,0.163,0.003
152.78,2.186,97.653,0.159,0.002
152.785,2.198,97.646,0.154,0.002
152.79,2.24,97.603,0.156,0.002
152.795,2.264,97.576,0.158,0.002
152.8,2.323,97.519,0.156,0.002
152.805,2.385,97.46,0.153,0.002
152.81,2.403,97.453,0.142,0.001
152.815,2.399,97.463,0.137,0.0006496
152.82,2.393,97.472,0.134,0.0004872
152.825,2.368,97.502,0.129,8.12E-05
152.83,2.386,97.491,0.123,0
152.835,2.401,97.475,0.123,0.0003248
152.84,2.404,97.467,0.129,0.0008932
152.845,2.402,97.47,0.126,0.002
152.85,2.375,97.497,0.126,0.001
152.855,2.341,97.531,0.127,0.0007308
152.86,2.307,97.567,0.126,0.000406
152.865,2.272,97.599,0.127,0.0008932
152.87,2.23,97.635,0.134,0.001
152.875,2.208,97.646,0.145,0.0004872
152.88,2.221,97.624,0.154,0.0007308
152.885,2.234,97.612,0.153,0.000812
152.89,2.227,97.621,0.15,0.002
152.895,2.228,97.62,0.149,0.002
152.9,2.24,97.603,0.154,0.003
152.905,2.259,97.583,0.155,0.004
152.91,2.273,97.572,0.152,0.004
152.915,2.291,97.556,0.15,0.003
152.92,2.29,97.558,0.148,0.003
152.925,2.293,97.56,0.143,0.003
152.93,2.338,97.509,0.149,0.003
152.935,2.389,97.46,0.149,0.002
152.94,2.442,97.412,0.144,0.002
152.945,2.48,97.375,0.144,0.001
152.95,2.505,97.35,0.143,0.001
152.955,2.518,97.339,0.141,0.001
152.96,2.487,97.366,0.146,0.0006496
152.965,2.439,97.41,0.151,0
152.97,2.413,97.431,0.155,0.0003248
152.975,2.423,97.415,0.16,0.001
152.98,2.438,97.401,0.158,0.003
152.985,2.448,97.4,0.147,0.005
152.99,2.453,97.403,0.137,0.007
